| trozo | bits | words | alphabet size | IM(LP,VD) |   
 | R| 1 | 42 | 5 | 0.0029994503726804567 |  
 | R| 2 | 42 | 5 | 0.013292488264040614 |  
 | R| 3 | 42 | 5 | 0.14636574027242588 |  
 | R| 4 | 42 | 5 | 1.0865046360864064 |  
 | R| 5 | 42 | 5 | 3.4628763555603985 |  
 | R| 6 | 42 | 5 | 6.613873636987028 |  
 | R| 7 | 42 | 5 | 9.412977224024232 |  
 | R| 8 | 42 | 5 | 11.438334440244244 |  
 | R| 1 | 125 | 5 | 0.002839834548706399 |  
 | R| 2 | 125 | 5 | 0.02013958271322558 |  
 | R| 3 | 125 | 5 | 0.29264903115308094 |  
 | R| 4 | 125 | 5 | 1.546954703008426 |  
 | R| 5 | 125 | 5 | 3.9296082639979293 |  
 | R| 6 | 125 | 5 | 6.596990690860762 |  
 | R| 7 | 125 | 5 | 8.798106896394223 |  
 | R| 8 | 125 | 5 | 10.338395335812393 |  
 | R| 1 | 17 | 10 | 0.005404722325938138 |  
 | R| 2 | 17 | 10 | 0.03367489929994427 |  
 | R| 3 | 17 | 10 | 0.5601996232551638 |  
 | R| 4 | 17 | 10 | 3.072853416780088 |  
 | R| 5 | 17 | 10 | 7.024016280270072 |  
 | R| 6 | 17 | 10 | 10.738811755054666 |  
 | R| 7 | 17 | 10 | 13.435677923932666 |  
 | R| 8 | 17 | 10 | 15.051816561548648 |  
 | R| 1 | 42 | 10 | 0.004340888061840964 |  
 | R| 2 | 42 | 10 | 0.06560099282434884 |  
 | R| 3 | 42 | 10 | 1.6552401840046826 |  
 | R| 4 | 42 | 10 | 6.180364106822761 |  
 | R| 5 | 42 | 10 | 10.65878394219936 |  
 | R| 6 | 42 | 10 | 13.390077857041684 |  
 | R| 7 | 42 | 10 | 14.651440715462355 |  
 | R| 8 | 42 | 10 | 15.133808380961383 |  
 | R| 1 | 125 | 10 | 0.003874083010751761 |  
 | R| 2 | 125 | 10 | 0.13988406249165664 |  
 | R| 3 | 125 | 10 | 2.168132764780463 |  
 | R| 4 | 125 | 10 | 6.666235349179114 |  
 | R| 5 | 125 | 10 | 10.455805239597122 |  
 | R| 6 | 125 | 10 | 12.485483628017766 |  
 | R| 7 | 125 | 10 | 13.412291163554418 |  
 | R| 8 | 125 | 10 | 13.71764410455522 |  
 | R| 1 | 17 | 20 | 0.006404399097171165 |  
 | R| 2 | 17 | 20 | 0.1889768704904462 |  
 | R| 3 | 17 | 20 | 3.1618889774588084 |  
 | R| 4 | 17 | 20 | 8.643712889329741 |  
 | R| 5 | 17 | 20 | 13.085164353960923 |  
 | R| 6 | 17 | 20 | 15.347639925999754 |  
 | R| 7 | 17 | 20 | 16.061772234700825 |  
 | R| 8 | 17 | 20 | 16.218409500374893 |  
 | R| 1 | 42 | 20 | 0.00581938282667771 |  
 | R| 2 | 42 | 20 | 0.4964436711508764 |  
 | R| 3 | 42 | 20 | 5.796116497621668 |  
 | R| 4 | 42 | 20 | 11.870762115295037 |  
 | R| 5 | 42 | 20 | 14.881339948384294 |  
 | R| 6 | 42 | 20 | 15.598776808514229 |  
 | R| 7 | 42 | 20 | 15.612412794783639 |  
 | R| 8 | 42 | 20 | 15.502510287323666 |  
 | R| 1 | 125 | 20 | 0.006091756415940175 |  
 | R| 2 | 125 | 20 | 1.017698170758015 |  
 | R| 3 | 125 | 20 | 7.113961248222115 |  
 | R| 4 | 125 | 20 | 12.28640261199174 |  
 | R| 5 | 125 | 20 | 13.951908447466142 |  
 | R| 6 | 125 | 20 | 14.13933925774478 |  
 | R| 7 | 125 | 20 | 14.062384747858633 |  
 | R| 8 | 125 | 20 | 13.941960915478596 |  
 | R| 1 | 17 | 50 | 0.009395435061712476 |  
 | R| 2 | 17 | 50 | 1.6138756675382062 |  
 | R| 3 | 17 | 50 | 9.373878786731478 |  
 | R| 4 | 17 | 50 | 15.176425920846842 |  
 | R| 5 | 17 | 50 | 16.79036583468885 |  
 | R| 6 | 17 | 50 | 16.977233844964285 |  
 | R| 7 | 17 | 50 | 16.923350480827118 |  
 | R| 8 | 17 | 50 | 16.813161207140322 |  
 | R| 1 | 42 | 50 | 0.010517169466353948 |  
 | R| 2 | 42 | 50 | 2.890153388869564 |  
 | R| 3 | 42 | 50 | 11.447447926865344 |  
 | R| 4 | 42 | 50 | 15.47416373448316 |  
 | R| 5 | 42 | 50 | 16.053265169984382 |  
 | R| 6 | 42 | 50 | 15.94096814739467 |  
 | R| 7 | 42 | 50 | 15.754502858632579 |  
 | R| 8 | 42 | 50 | 15.570506218470847 |  
 | R| 1 | 125 | 50 | 0.018673454891793284 |  
 | R| 2 | 125 | 50 | 4.136439038062516 |  
 | R| 3 | 125 | 50 | 12.051220887351379 |  
 | R| 4 | 125 | 50 | 14.412317681476289 |  
 | R| 5 | 125 | 50 | 14.498659841194835 |  
 | R| 6 | 125 | 50 | 14.345742950993419 |  
 | R| 7 | 125 | 50 | 14.162681350456022 |  
 | R| 8 | 125 | 50 | 13.990863779265805 |  
